# original_frequency, f1, precision, recall
2.129999999999999949e-03,2.222222238779067993e-01,6.000000238418579102e-01,1.363636404275894165e-01
6.849999999999999535e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.304999999999999953e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.114999999999999866e-02,2.790697664022445679e-02,3.750000000000000000e-01,1.449275389313697815e-02
1.029199999999999976e-01,5.229682326316833496e-01,6.788991093635559082e-01,4.252873659133911133e-01
5.865000000000000421e-03,1.428571492433547974e-01,3.333333432674407959e-01,9.090909361839294434e-02
4.725000000000000033e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000006e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.914999999999999314e-03,3.174602985382080078e-01,6.060606241226196289e-01,2.150537669658660889e-01
2.769999999999999893e-02,4.363636299967765808e-02,4.285714328289031982e-01,2.298850566148757935e-02
3.437500000000000278e-02,1.818181760609149933e-02,6.000000238418579102e-01,9.230769239366054535e-03
1.430000000000000064e-03,4.000000059604644775e-01,6.000000238418579102e-01,3.000000119209289551e-01
1.649999999999999991e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.750000000000000182e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.180000000000000080e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.899999999999999842e-03,2.666666805744171143e-01,6.153846383094787598e-01,1.702127605676651001e-01
1.271000000000000081e-02,5.153374075889587402e-01,9.545454382896423340e-01,3.529411852359771729e-01
1.430000000000000064e-03,4.000000059604644775e-01,6.666666865348815918e-01,2.857142984867095947e-01
1.089500000000000017e-02,4.910179674625396729e-01,6.833333373069763184e-01,3.831775784492492676e-01
1.864999999999999904e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.611750000000000127e-01,3.296903371810913086e-01,6.716141104698181152e-01,2.184671163558959961e-01
1.250000000000000026e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.219999999999999855e-03,1.333333253860473633e-01,8.571428656578063965e-01,7.228915393352508545e-02
1.006499999999999929e-02,2.314049601554870605e-01,5.185185074806213379e-01,1.489361673593521118e-01
3.380999999999999978e-02,2.232779264450073242e-01,6.811594367027282715e-01,1.335227340459823608e-01
4.150000000000000043e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.544999999999999932e-03,1.904761940240859985e-01,6.666666865348815918e-01,1.111111119389533997e-01
8.789999999999999203e-03,5.106382966041564941e-01,6.923077106475830078e-01,4.044943749904632568e-01
1.900000000000000105e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.448750000000000038e-01,3.144892752170562744e-01,5.629251599311828613e-01,2.181937992572784424e-01
2.400000000000000061e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.629999999999999852e-02,3.805309832096099854e-01,8.269230723381042480e-01,2.471264302730560303e-01
9.700000000000000289e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.702999999999999847e-02,2.123893648386001587e-01,5.714285969734191895e-01,1.304347813129425049e-01
7.485000000000000334e-03,4.190476238727569580e-01,6.666666865348815918e-01,3.055555522441864014e-01
2.085000000000000048e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.749999999999999990e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000035e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.470000000000000098e-03,6.521739065647125244e-02,5.000000000000000000e-01,3.488372266292572021e-02
1.383999999999999987e-02,5.714285969734191895e-01,6.129032373428344727e-01,5.352112650871276855e-01
1.275000000000000092e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.457999999999999921e-02,5.990783572196960449e-01,8.024691343307495117e-01,4.779411852359771729e-01
7.950000000000000252e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.940000000000000101e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.760000000000000384e-03,2.417582571506500244e-01,6.111111044883728027e-01,1.506849378347396851e-01
3.119999999999999944e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.123000000000000040e-02,3.421052694320678711e-01,7.222222089767456055e-01,2.241379320621490479e-01
3.969999999999999571e-03,4.363636374473571777e-01,5.714285969734191895e-01,3.529411852359771729e-01
3.540000000000000178e-03,7.499999403953552246e-01,8.999999761581420898e-01,6.428571343421936035e-01
4.214999999999999997e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.947000000000000203e-02,1.810584962368011475e-01,6.132075190544128418e-01,1.062091514468193054e-01
7.839999999999999747e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.315000000000000363e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.490000000000000088e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.024999999999999953e-03,1.967213004827499390e-01,7.500000000000000000e-01,1.132075488567352295e-01
5.854999999999999961e-03,6.349206715822219849e-02,4.000000059604644775e-01,3.448275849223136902e-02
6.000000000000000152e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.224999999999999610e-03,4.166666418313980103e-02,1.000000000000000000e+00,2.127659507095813751e-02
3.795000000000000196e-03,1.739130467176437378e-01,8.000000119209289551e-01,9.756097197532653809e-02
6.952999999999999459e-02,4.571966230869293213e-01,6.787709593772888184e-01,3.446808457374572754e-01
2.990000000000000036e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000654e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.450000000000000067e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.494999999999999926e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.889000000000000679e-02,4.213771522045135498e-01,6.949152350425720215e-01,3.023598790168762207e-01
4.969999999999999592e-03,5.652174353599548340e-01,7.647058963775634766e-01,4.482758641242980957e-01
8.149999999999999693e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.585999999999999910e-02,8.580060005187988281e-01,8.930817842483520508e-01,8.255813717842102051e-01
8.920000000000000845e-03,4.531250000000000000e-01,7.435897588729858398e-01,3.258427083492279053e-01
1.378300000000000081e-01,4.089456796646118164e-01,7.258979082107543945e-01,2.846553027629852295e-01
2.959999999999999958e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.010999999999999920e-02,1.694915294647216797e-01,5.000000000000000000e-01,1.020408198237419128e-01
5.810000000000000060e-03,1.142857149243354797e-01,6.666666865348815918e-01,6.250000000000000000e-02
1.670000000000000043e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.469999999999999994e-03,2.424242645502090454e-01,8.000000119209289551e-01,1.428571492433547974e-01
3.665500000000000008e-02,7.719298005104064941e-01,8.571428656578063965e-01,7.021276354789733887e-01
2.069999999999999792e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.480000000000000020e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.661000000000000171e-02,5.856079459190368652e-01,7.972972989082336426e-01,4.627451002597808838e-01
1.276700000000000057e-01,2.689279317855834961e-01,5.692307949066162109e-01,1.760507524013519287e-01
1.431999999999999940e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.309999999999999616e-03,6.666667014360427856e-02,1.000000000000000000e+00,3.448275849223136902e-02
1.712500000000000133e-02,6.062500476837158203e-01,7.698412537574768066e-01,5.000000000000000000e-01
7.422649999999999526e-01,9.498714208602905273e-01,9.236345291137695312e-01,9.776425361633300781e-01
1.685000000000000083e-03,1.176470592617988586e-01,1.000000000000000000e+00,6.250000000000000000e-02
4.400000000000000157e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.044999999999999221e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.267500000000000071e-02,6.113537400960922241e-02,4.666666686534881592e-01,3.271028026938438416e-02
4.416500000000000287e-02,3.054662048816680908e-01,6.291390657424926758e-01,2.016985118389129639e-01
8.484999999999999487e-03,2.247191034257411957e-02,2.000000029802322388e-01,1.190476212650537491e-02
9.409999999999999962e-03,5.000000000000000000e-01,7.674418687820434570e-01,3.707865178585052490e-01
4.759000000000000036e-02,5.102564096450805664e-01,7.773437500000000000e-01,3.797709941864013672e-01
1.527000000000000059e-02,4.405286014080047607e-01,6.578947305679321289e-01,3.311258256435394287e-01
5.584999999999999687e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.105000000000000183e-03,3.030302748084068298e-02,2.000000029802322388e-01,1.639344170689582825e-02
4.411500000000000143e-02,6.181015819311141968e-02,5.600000023841857910e-01,3.271028026938438416e-02
5.527499999999999775e-02,1.700879782438278198e-01,4.677419364452362061e-01,1.039426550269126892e-01
1.969999999999999963e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.445000000000000104e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.389999999999999888e-03,3.636364042758941650e-01,7.200000286102294922e-01,2.432432472705841064e-01
6.364999999999999998e-03,7.407407462596893311e-02,1.000000000000000000e+00,3.846153989434242249e-02
3.449999999999999833e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000196e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.800000000000000313e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.299999999999999886e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.203499999999999903e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.170000000000000054e-02,3.115264773368835449e-01,5.208333134651184082e-01,2.222222238779067993e-01
5.024999999999999953e-03,2.456140369176864624e-01,4.375000000000000000e-01,1.707317084074020386e-01
1.106000000000000039e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.115000000000000106e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.062999999999999945e-02,4.200323224067687988e-01,6.372548937797546387e-01,3.132530152797698975e-01
6.270000000000000399e-03,1.944444328546524048e-01,6.363636255264282227e-01,1.147540956735610962e-01
3.555000000000000000e-03,4.390244185924530029e-01,6.000000238418579102e-01,3.461538553237915039e-01
4.150000000000000043e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.813999999999999987e-02,4.620060920715332031e-01,7.169811129570007324e-01,3.408071696758270264e-01
3.884999999999999998e-03,4.411764442920684814e-01,5.172413587570190430e-01,3.846153914928436279e-01
3.485499999999999710e-02,3.831417560577392578e-01,5.882353186607360840e-01,2.840909063816070557e-01
8.969000000000000583e-02,5.545685291290283203e-01,6.991999745368957520e-01,4.595162868499755859e-01
1.991499999999999868e-02,5.722714066505432129e-01,7.238805890083312988e-01,4.731707274913787842e-01
